file_name,clause,pages,class_id,label,start_at,end_at
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,"A minimum of:
1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)
1 Java Application ('Screensaver') where feasible
5 MMS
10 Wallpapers
5 Voicetones, if talent agreements so allow",38,21,Minimum Commitment,98660,98930
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,"A minimum of:
1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)
1 Java Application ('Screensaver') where feasible
5 MMS
10 Wallpapers
5 Voicetones, if talent agreements so allow",39,21,Minimum Commitment,98660,98930
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,"A minimum of:
1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)
1 Java Application ('Screensaver') where feasible
5 MMS
10 Wallpapers
5 Voicetones, if talent agreements so allow",40,21,Minimum Commitment,98660,98930
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,"A minimum of:
1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)
1 Java Application ('Screensaver') where feasible
5 MMS
10 Wallpapers
5 Voicetones, if talent agreements so allow",41,21,Minimum Commitment,98660,98930
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.pdf,"In addition to any outstanding Guarantee payments which Licensee shall pay to Fox as set forth in Paragraph 3 of this Amendment below, Licensee shall pay to Fox a minimum recoupable guarantee of ***** dollars (US$*****) on or before ***** (""ICE AGE 2 Guarantee""), and
***** The omitted portions of this exhibit have been filed with the Securities and Exchange Commission pursuant to a request for confidential treatment under Rule 406 promulgated under the Securities Act of 1933.
Source: GLU MOBILE INC, S-1/A, 3/19/2007
Fox shall earn, and Licensee shall pay the applicable Major Release Royalties as set forth in Paragraph 7(a)(i) of the Agreement in connection with the property ""ICE AGE 2"".",2-3,21,Minimum Commitment,5317,6012
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.pdf,"Furthermore, pursuant to Paragraph 2(c)(ii) of this Amendment, Licensee shall pay to Fox an additional minimum recoupable guarantee of ***** dollars (US$*****).",4,21,Minimum Commitment,9498,9658
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,"At least eight (8) ""Service Days"", including but not limited to:
1. Production days. Up to four (4) production days (defined as a maximum of eight (8) consecutive hours each), with PAPA JOHN'S creative agency.
2. Personal appearances. CELEBRITY shall appear at least (each of the following not to exceed six (6) consecutive hours):
(A) One (1) day engaging with franchisees and team members at company-wide event(s);
(B) One (1) day visiting Papa John's Pizza stores, date and locations to be mutually agreed upon by the Parties; and
(C) One (1) day at a community event, date and location to be mutually agreed upon by the Parties.",6,21,Minimum Commitment,17669,18301
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,"Beginning on the Opening Date, during each consecutive three-calendar-month period during the Term, you must spend three percent (3%) or more of your Gross Sales on local marketing of the Franchised Business.",23,21,Minimum Commitment,83205,83413
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,"You agree to conduct a Grand Opening Advertising Program for the Franchised Business throughout the first four weeks after the Opening Date, spending an amount not less than $12,000.",24,21,Minimum Commitment,87967,88149
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"EFS will commit to an annual Catalog budget equal to or greater than *****, which represents ***** of the actual amount spent by Client on the Catalogs for 2007.",12,21,Minimum Commitment,41672,41833
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"EFS shall have the right to decrease the Catalog budget below the ***** minimum only if EFS can demonstrate that online marketing activities yield a higher return-on-investment and provided all such reduced dollars are then reinvested in online marketing spend over and above the minimum online marketing commitment described in Section 4.2, below.",12,21,Minimum Commitment,42222,42570
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"Accordingly, EFS agrees it will spend annually a minimum of ***** of Net Website Sales (as defined below) on online marketing (""Online Marketing Budget"").",13,21,Minimum Commitment,42792,42946
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"Notwithstanding revenue actually generated by EFS in connection with the Playboy Commerce Business hereunder, it is understood and agreed that the Royalty paid to Client in each Year of the Term shall not be less than the amounts set forth in Exhibit 10 (the ""Minimum Royalty"").",17,21,Minimum Commitment,58992,59270
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In the event the Minimum Royalty is not achieved in any Year based on the Royalty payments made in such Year, EFS shall pay the shortfall between the Royalty earned and the applicable Minimum Royalty due, if any, within sixty (60) days of the end of such Year.",17,21,Minimum Commitment,59271,59531
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In the event the Minimum Royalty is not achieved in any Year based on the Royalty payments made in such Year, EFS shall pay the shortfall between the Royalty earned and the applicable Minimum Royalty due, if any, within sixty (60) days of the end of such Year.",17,21,Minimum Commitment,59271,59531
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In the event that the Minimum Royalty is met in any applicable Year, (i) EFS shall not be permitted to carry over any overages into the next Year and (ii) EFS will not be eligible for any refund from any Minimum Royalty or Royalty previously owed or paid to Client.",17,21,Minimum Commitment,59536,59801
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In the event EFS does not meet the full amount of the Minimum Royalty during the applicable Year in which such Minimum Royalty was owed to Client, EFS will not be permitted to offset the shortfall with any overages from any previous or subsequent Year, and a new Minimum Royalty will be due as set forth in this Section 6.2.",17,21,Minimum Commitment,59802,60126
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"For the avoidance of doubt, the Minimum Royalty is a minimum net sum from which no taxes or charges of any sort may be deducted.",17,21,Minimum Commitment,60127,60255
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In the event that this Agreement is terminated prior to the end of the Initial Term, any portion of the Year 1 Minimum Royalty that has been spread across Years 2 through 5 of the Term pursuant to Exhibit 10 and which has not yet been paid to Client, shall immediately become due and owing.",18,21,Minimum Commitment,60314,60604
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,"In such event, the annual Minimum Royalty during the Renewal Term, if any, shall be equal to the greater of: (a) ***** of the actual Royalty paid to Client in Year 5; and (b) *****.",24,21,Minimum Commitment,82577,82758
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,"If combined shipments do not meet the minimum requirement to ship LTL or TL (i.e. number pieces, min weight) then no grouping will be done.",20,21,Minimum Commitment,68563,68702
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,"During the Term of this Agreement, Premier shall be required to purchase a Minimum Annual Order Volume (""MAOV"") of [***] (""Units"") for each twelve-month period commencing July 1, 2017, and for the six-month period commencing July 1, 2022 and ending December 31, 2022, Premier will be required to purchase [***] Units (the twelve-month periods and the six month period are each a ""Contract Period"").",2,21,Minimum Commitment,3695,4093
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,"If the final production quantity for any accepted PO is less than [***] of the PO quantity ordered, or if the quantity of production released for shipment within [***] from the last day of production is less than [***] of the PO quantity, upon request by Premier, Heritage shall take all commercially reasonable steps to produce or replace the shortfall within [***].",4,21,Minimum Commitment,10069,10436
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,"If the vendor's minimum order quantity for a particular material exceeds a [***] supply, then Heritage shall obtain permission from Premier to order such quantity.",10,21,Minimum Commitment,33242,33405
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.pdf,"During the Term of this Agreement, Premier shall be required to purchase a Minimum Annual Order Volume (""MAOV"") of [***] (""Units"") for the twelve-month period commencing July 1, 2018 and ending June 30, 2019.",1,21,Minimum Commitment,1045,1253
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.pdf,At least three (3) persons actively involved in the management and operation of the Franchised Restaurant must successfully complete the training program.,5,21,Minimum Commitment,21629,21783
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.pdf,"You will, on an annual basis, participate in a minimum of fifty percent (50%) of the promotional programs introduced by us from time to time.",8,21,Minimum Commitment,41337,41478
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.pdf,"At the time of opening you must have a minimum of Fifty Thousand Dollars ($50,000) in immediately accessible working capital funds to be used solely to defray the costs of operating the Restaurant for the initial several months.",11,21,Minimum Commitment,55189,55417
"ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009.pdf","In the event the Company is unable to sell a minimum of Shares within the period herein provided, this Agreement shall terminate and the Company shall refund to any persons who have subscribed for any of the Shares the full amount which it may have received from them plus accrued interest, as set forth in the Prospectus; and none of the parties to this Agreement shall have any obligation to the other parties hereunder, except as set forth in this Section 2 and in Sections 7, 9 and 10 hereof",2,21,Minimum Commitment,7353,7848
"ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009.pdf","In the event the Company fails to sell the required minimum number of the Shares by the date when such sales must be completed, in accordance with the provisions of the Plan or as required by the Conversion Regulations, and applicable law, this Agreement shall terminate upon refund by the Company to each person who has subscribed for or ordered any of the Shares the full amount which it may have received from such person, together with interest as provided in the Prospectus, and no party to this Agreement shall have any obligation to the other hereunder, except as set forth in Sections 2(a) and (d), 7, 9 and 10 hereof.",31,21,Minimum Commitment,137094,137720
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.pdf,"All interventions on site are subject to a minimum total charge of $2,000.",4,21,Minimum Commitment,12004,12078
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.pdf",The Company shall produce no less than forty (40) original episodes of the Show per year,1,21,Minimum Commitment,1100,1188
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.pdf",The Company agrees to feature not less than two (2) persons designated by Cano as guests on not less than six (6) separate episodes per year.,1,21,Minimum Commitment,2135,2276
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.pdf","ISO agrees that the initial amount of the Offset Account will be $[***] and, thereafter, the Offset Account will, at all times, maintain collected funds in an amount at least equal to the amount then due SERVICERS hereunder (which shall be referred to herein as the ""Minimum Balance"").",16,21,Minimum Commitment,38187,38472
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.pdf,"Intuit will place a Sponsor Client Graphic consisting of ---------------- a minimum of 234x60 pixels, with a mutually agreed upon text in two (2) mutually agreed upon, small business email newsletters sent by Intuit, to all its registered small business users who have elected to receive such newsletter (""Small Business Newsletters"").",2,21,Minimum Commitment,5788,6123
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.pdf,"If Intuit fails to deliver such Impressions during the twelve (12) month period following the Launch Date, Intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such Impressions have been delivered.",2,21,Minimum Commitment,7294,7556
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.pdf,"If Intuit fails to deliver such Impressions during the twelve (12) month period following the Launch Date, Intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such Impressions have been delivered.",3,21,Minimum Commitment,7294,7556
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.pdf,"If Intuit fails to deliver such Impressions during the twelve (12) month period following the Launch Date, Intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such Impressions have been delivered.",4,21,Minimum Commitment,7294,7556
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.pdf,"The term of this Agreement will begin on the Launch Date and will not end until Excite displays of a total of XXXXXXXXXXXXX impressions of Client's advertising banners and promotional placements on the Excite Site and Excite has made reasonable commercial efforts to deliver, at minimum, a goal of XXXXXXXX clickthroughs to the Client Site.",6,21,Minimum Commitment,20892,21232
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.pdf,"In the event that Excite has not delivered XXXXXXXXXXXXXXXX clickthroughs to the Client Site by the end of twelve (12) months after the Launch Date, the first year of the term of the Agreement will be extended without additional sponsorship and advertising fees for up to an additional four (4) months.",6,21,Minimum Commitment,22221,22523
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.pdf,"In the event that Excite has not delivered XXXXXXXXXXXXXXXXXXXXX clickthroughs to the Client
Site by end of the additional four-month period, Client may terminate this Agreement immediately upon delivery of written notice to Excite.",6-7,21,Minimum Commitment,22524,22756
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"During the Promotion Period, iVillage will deliver a
minimum of [*] advertising impressions, in an equal proportion each month.",1-2,21,Minimum Commitment,5016,5143
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"In the event that iVillage fails to deliver the advertising impressions during the Promotion Period, FMM shall have the option of either (a) extending the Initial Term of this Agreement for an additional three (3) month period to ""make good"" the undelivered impressions or (b) requiring iVillage to refund to FMM an amount equal to [*] for each [*] impressions which were not delivered.",2,21,Minimum Commitment,5792,6178
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"However, if iVillage falls to deliver the advertising impressions during the Promotion Period and FMM desires that iVillage ""make good"" the undelivered impressions and extend the Initial Term pursuant to option (a) set forth in Section 2.C.(iii), if the Parties have decided not to renew the Initial Term and iVillage desires to enter into an agreement with an entity whose business(es) would pose a conflict to FMM <omitted> or Ford Motor Credit, then iVillage, at iVillage's option, may refund the remaining impression deficiency to FMM, and immediately upon pavement of such, the ""make good"" obligation shall terminate.",2,21,Minimum Commitment,6184,6798
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"During the Initial Term, iVillage will design and administer, (i) a minimum of [*] online conferences which shall include live chats and the archiving of conference transcripts (dates of such conferences shall be determined by FMM and shall occur approximately once every two months, but not earlier than March 1, 1999 and FMM shall provide iVillage with not less than forty five (45) days advance notice of any conference); (ii) a minimum of [*] online polls; (iii) a minimum of [*] sixty-second surveys; (iv) a minimum of [*] online focus groups; and (v) a minimum of [*] customized turn-key Network sweepstakes (iVillage shall be responsible for all aspects of the sweepstakes other than the prize(s) which shall be provided by Ford Motor Company (""FMC"")).",2,21,Minimum Commitment,6802,7561
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"During the first year of the sponsorship following the Commencement Date, Excite will deliver not less than [****] Impressions on the Excite Site.",3,21,Minimum Commitment,8960,9106
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"During the second year of the sponsorship following the first anniversary of the Commencement Date, Excite will deliver not less than [****] Impressions on the Excite Site.",3,21,Minimum Commitment,9110,9282
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"If Excite fails to deliver the guaranteed number of Impressions on the Excite Site during the first year, Excite will use commercially reasonable efforts to ""make good"" the shortfall.",6,21,Minimum Commitment,21010,21193
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.pdf,"If Excite fails to deliver the guaranteed number of Impressions on the Excite Site during the second year, Excite will use commercially reasonable efforts to ""make good"" the shortfall within [****] following the second year end.",6,21,Minimum Commitment,21357,21585
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.pdf,"In consideration of the agreement of the Contractor to provide its services as set forth in this Agreement, the Company will pay the Contractor the following amounts: (i) a monthly service fee of $7.50 per note based on the maximum number of notes outstanding during the month, subject to a monthly minimum of $2,500;",9,21,Minimum Commitment,14502,14819
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.pdf,"The minimum monthly fee shall not be less than five thousand dollars ($5,000) per month (as applicable, ""Minimum Fee"").",4,21,Minimum Commitment,6696,6815
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.pdf,"These costs and charges are included in one or more of the following categories: <omitted> (ii) a minimum monthly fee (""Monthly Base Fee"") for certain bundled data processing Services, based on the volume of resource units used to provide such Services.",8,21,Minimum Commitment,32897,33237
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.pdf,"M&I will process transactions in an average of 2.5 seconds for teller transactions (not to exceed six (6) seconds for five percent (5%) of all transactions per month) and in an average of three point five (3.5) seconds (not to exceed seven (7) seconds for five percent (5%) of all transactions per month) for bank operations CRT transactions as measured over a calendar month, from the time the transaction is sent by the Customer's controller or gateway to the time the processed data is returned to the Customer's controller or gateway.",11,21,Minimum Commitment,44979,45517
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.pdf,"Customer shall pay the Monthly Base Fee in advance on the first day of the calendar month in which the Services are to be performed. <omitted> ""Monthly Base Fee"" shall mean the minimum monthly fees payable by Customer to Metavante as specifically set forth in the Services and Charges Schedule.",6,21,Minimum Commitment,33221,98214
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.pdf,MSL's target is [*]% defect free production.,47,21,Minimum Commitment,172458,172502
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.pdf,"Within seventy-five (75) days following the end of each month of a calendar year during the Term that ""BCF"" (as defined below) for such month, when combined with BCF for all prior months during such calendar year (other than any month which is outside the Term) is less than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to thirty-five percent (35%) of BCF for such month. Within seventy-five (75) days following the end of each month of a calendar year during the Term that BCF for such month, when combined with BCF for all prior months of such calendar year (other than any month which is outside the Term) is greater than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to 50% of BCF for such month; provided, in the first month of each calendar year in which this sentence applies, the fee with respect to the portion of BCF for such month which, when combined with BCF for all prior months during such year (other than any month which is outside the Term) is exactly equal to the Minimum BCF, shall equal thirty-five percent (35%) of such portion rather than fifty percent (50%).",2,21,Minimum Commitment,5127,6254
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.pdf,"The Minimum BCF shall be Three Million Seven Hundred Thousand Dollars ($3,700,000) for calendar year 2002 and shall be increased on January 1, 2003 and on each January 1 thereafter in an amount equal to the percentage increase in the Consumer Price Index (published by the U.S. Department of Labor, Bureau of Labor Statistics, Philadelphia Regional Office - All Urban Consumers for the United States - All Items) (the ""PI"") over the prior year.",2,21,Minimum Commitment,7021,7465
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.pdf,"During the Term, Nexstar shall calculate BCF (the ""BCF Report"") for each calendar month. The last day of each calendar month is referred to herein as an ""End Date"". During the Term, Nexstar shall, within thirty (30) days of each End Date deliver to WYZZ-TV the BCF Report for the month ending on such End Date. Within ninety (90) days following each
3
calendar year during the Term, Nexstar shall notify WYZZ of the BCF for such year (the ""Final BCF Report"") and, subject to clause (h) of this Section 2, within thirty (30) days after such notification either Nexstar shall make a payment to WYZZ or WYZZ shall make a payment to Nexstar, as appropriate to ""true-up"" the payments made hereunder based on (i) the final determination of the BCF for the entire year, and (ii) the principle that the aggregate Section 2(a) Amount for the calendar year should be equal to (x) thirty-five percent (35%) of BCF for such calendar year up to the Minimum BCF for such year, plus (y) fifty percent (50%) of BCF for such calendar year in excess of the Minimum BCF for such year, minus (z) the sum of one hundred percent (100%) of any costs incurred by Nexstar during such calendar year in maintaining, replacing or purchasing capital equipment which is owned by WYZZ or which is used solely in connection with the operation of WYZZ-TV, and fifty percent (50%) of any costs incurred by Nexstar during such calendar year in maintaining, replacing or purchasing capital equipment which is not owned by WYZZ and which is used in connection with the combined operation of both Stations (in each case to the extent such costs were not otherwise deducted in the calculation of BCF).",2,21,Minimum Commitment,7466,9128
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.pdf","HSNS will pay to E.piphany a minimum sell through revenue commitment of $750,000.00 (""MINIMUM SELL-THROUGH COMMITMENT"") during the initial three year term of this Agreement on the dates and in the minimum amounts (""Minimum Quarterly Payments"") as follows.",9,21,Minimum Commitment,43646,43901
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.pdf","The Minimum Sell Through Commitment will increase in Years 2 and 3 of this Agreement as follows:
<omitted>
YEAR 3 - Annual minimum payment ($250,000), plus a percentage increase in the annual minimum payment equal to 50% of the difference between the number of emails sent by HSNS on behalf of Outsourcing Customers in Year 1 and Year 2, up to a maximum Year 3 payment of $500,000.00.",9,21,Minimum Commitment,44948,46268
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.pdf",Reseller must have a minimum of five (5) of its sales staff participate in the sales and marketing training in the first 6 months of this agreement.,11,21,Minimum Commitment,52381,52529
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.pdf",Reseller must have a minimum of two (2) of its pre-sales technical staff participate in the pre-sales technical training in the first 6 months of this agreement.,11,21,Minimum Commitment,52670,52831
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.pdf,"Notwithstanding the foregoing, Schoolpop shall fund from AEIS a minimum of $52,000,000 of Cards (the ""Guaranteed Minimum"") in each Contract Year in order to maintain the exclusive right to sell Cards in the NPO Marketplace.",1,21,Minimum Commitment,2189,2412
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.pdf,"In any Contract Year in which Schoolpop fails to fund the Guaranteed Minimum, AEIS shall have the right, in its sole discretion, to (a) terminate the Agreement or (b) revoke the exclusivity.",1,21,Minimum Commitment,2501,2691
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.pdf,"In any consecutive three (3) month period in which the difference between the Card Inventory Forecast less the actual Card Order volume for that period is a shortage of ten percent or greater (10%+), AEIS reserves the right to assess a penalty, (""Card Inventory Penalty"") of sixteen and one-half cents ($0.165) per Card for such difference as detailed in Examples 1 and 2 below.",2,21,Minimum Commitment,7710,8088
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.pdf,The parties agree that the minimum number required for the category Card shall be not less than 70% of the consumer categories contained within Exhibit 5; and the grocery Card not less than 70% national coverage to launch each respectively.,8,21,Minimum Commitment,32430,32670
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.pdf,MediWound undertakes to order at least [***]% of the Annual Forecast per each year.,10,21,Minimum Commitment,25168,25251
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.pdf,"CBC shall maintain, at all times, manufacture and supply capacity of at least [***]% of the Annual Forecast and shall maintain, in coordination with MediWound, inventory of Bromelain SP at its premises of (i) at least [***]% of the applicable Annual Forecast; and (ii) all Bromelain SP components and materials (""the BSP Components and Materials"") needed for the manufacture and supply of the Bromelain SP such that CBC can guarantee continuous supply of the Bromelain SP in accordance with MediWound's complete Annual Forecasts.",10,21,Minimum Commitment,25252,25781
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.pdf,Purchase orders issued by MediWound to CBC for quantities within the [***]% of the Annual Forecast shall be binding upon CBC and shall be deemed accepted upon delivery of the purchase order to CBC.,10,21,Minimum Commitment,26230,26427
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.pdf,Integra shall use commercially reasonable efforts to Sell Treated Integra Products and Partially Treated Integra Products that generate payments to PcoMed of no less than the Minimum Payments applicable to each Minimum Payment Period.,7,21,Minimum Commitment,21864,22098
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.pdf,"In the event that Integra fails to satisfy the Minimum Payment for any Minimum Payment Period, PcoMed may, at its sole election, give notice, as set forth in Section 3.2, for conversion of Integra's exclusive arrangement under Section 3.1 to a non-exclusive arrangement.",7,21,Minimum Commitment,22622,22892
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.pdf,PcoMed's conversion right is PcoMed's sole and exclusive remedy for Integra's failure to satisfy the Minimum Payment for any Minimum Payment Period.,7,21,Minimum Commitment,22893,23041
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.pdf,"Notwithstanding the provisions of Section 3.1, if Integra (i) fails to timely pay any Minimum Payments due under Section 2.4 for any Minimum Payment Period <omitted> the exclusive Rights granted to Integra under Section 3.1 shall, at the option of PcoMed, to be exercised in PcoMed's sole and absolute discretion at any time, convert to a non-exclusive arrangement provided that PcoMed gives Integra written notice of its breach and Integra does not cure such breach within forty-five (45) days following Integra's receipt of such notice.",7,21,Minimum Commitment,24679,25352
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.pdf,"Minimum Payments
PERIOD MINIMUM PAYMENT Minimum Payment Period 1 $ *** Minimum Payment Period 2 $ *** Minimum Payment Period 3 $ *** Minimum Payment Period 4 $ *** Minimum Payment Period 5 $ *** Minimum Payment Period 6 $ *** Minimum Payment Period 7 $ ***",23,21,Minimum Commitment,68712,68968
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.pdf,"Notwithstanding Customer's obligations pursuant to clauses 3.1 and 3.4, the first [Redacted - Commercially Sensitive] of each Forecast shall constitute a binding commitment of Customer to purchase the quantities of Products set forth in the relevant Forecast for such [Redacted - Commercially Sensitive] period.",8,21,Minimum Commitment,17975,18286
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","Unless otherwise set forth in a relevant Module, the quantity of Miltenyi Product(s) forecasted for each Calendar Month of the Firm Zone of the most recent rolling Monthly Forecast submitted pursuant to Section 5.1(a) of this Agreement shall be binding on both Parties, commencing on the Effecctive Date of the Agreement (but not for the first three months thereto), and in each Calendar Month during the Term, Bellicum shall have the firm obligation to order at a minimum the amount of Miltenyi Product(s) specified for the first (1st) Calendar Month of the most recent rolling Monthly Forecast <omitted> (such amount, the ""Firm Zone Requirements"").",19-20,21,Minimum Commitment,80327,81045
